subject,condition,trial,rt_ms,correct
1,incongruent,14,551.0678629622414,1
1,incongruent,15,793.7769010296139,1
1,incongruent,16,563.2063844846733,1
1,incongruent,17,670.0117987253639,1
1,incongruent,18,846.7866594616935,1
1,incongruent,19,674.2952736644139,0
1,incongruent,20,620.1913459854628,0
1,incongruent,21,2126.1905504270435,1
1,incongruent,22,621.7519953846194,1
1,incongruent,23,598.3569224508931,1
1,incongruent,24,395.78619570632446,1
1,incongruent,25,292.69514060971846,1
1,incongruent,26,442.4448363011976,1
1,incongruent,27,646.6768359559154,1
1,incongruent,28,698.4775656922815,1
1,incongruent,29,548.215564874911,1
1,incongruent,30,545.4036024502705,0
1,incongruent,31,714.7109000049734,0
1,incongruent,32,322.02174014184914,1
1,incongruent,33,734.0203686274182,1
1,incongruent,34,726.3652962011485,1
1,incongruent,35,171.049909442687,1
1,incongruent,36,599.0143035335944,1
1,incongruent,37,682.754345861146,1
1,incongruent,38,735.8267245101028,1
1,incongruent,39,775.805925634626,1
1,incongruent,40,466.1201565957234,1
1,incongruent,41,1976.025601121646,0
1,incongruent,42,330.79223498728385,1
1,incongruent,43,377.2842128427111,1
1,incongruent,44,662.4201702803607,1
1,incongruent,45,564.5526971619557,1
1,incongruent,46,736.790303654838,1
1,incongruent,47,653.569936532673,1
1,incongruent,48,2188.761608230175,1
1,incongruent,49,446.88354671138404,1
1,incongruent,50,631.0900716508914,1
1,incongruent,51,469.2478971727486,1
1,incongruent,52,594.320808210195,1
1,incongruent,53,601.8379143191625,0
1,incongruent,54,470.5731979415921,1
1,incongruent,55,2499.140277179985,1
1,incongruent,56,727.571310295745,0
1,incongruent,57,470.42060234521927,1
1,incongruent,58,732.4620196692365,1
1,incongruent,59,626.5322050054496,1
1,incongruent,60,539.9895326589133,1
1,incongruent,61,629.7569883055888,1
1,incongruent,62,772.997694418162,1
1,incongruent,63,346.4659277517228,1
1,incongruent,64,586.3511589771721,1
1,incongruent,65,787.8370458446153,1
1,incongruent,66,493.14293609888307,1
1,incongruent,67,560.1517546233688,0
1,incongruent,68,589.2686236697675,1
1,incongruent,69,702.6187306095612,1
1,incongruent,70,541.6944396800415,1
1,incongruent,71,602.1426882520217,1
1,incongruent,72,680.4531818613306,1
1,incongruent,73,610.5421820259211,1
1,incongruent,74,551.6312117754794,1
1,incongruent,75,479.5173076733612,0
1,incongruent,76,365.4334887805428,1
1,incongruent,77,597.1065668445603,0
1,incongruent,78,459.8278704800912,1
1,incongruent,79,548.7037290394453,1
1,incongruent,80,533.5369951287607,1
1,incongruent,81,726.3852148933954,1
1,incongruent,82,416.1874132370522,1
1,incongruent,83,791.057594486098,0
1,incongruent,84,447.22248823175914,1
1,incongruent,85,648.1084576300455,1
1,incongruent,86,739.3653925907226,0
1,incongruent,87,764.0759070784704,1
1,incongruent,88,614.7715649634736,1
1,incongruent,89,580.0980860577412,1
1,incongruent,90,601.1864632805151,0
1,incongruent,91,637.6188714572866,1
1,incongruent,92,713.2991974142172,1
1,incongruent,93,659.3564667074448,1
1,incongruent,94,640.7654124601494,0
1,incongruent,95,393.6488527395364,1
1,incongruent,96,515.0122166027139,1
1,incongruent,97,600.234079247025,1
1,incongruent,98,109.05775043395303,1
1,incongruent,99,511.40141034849415,1
1,incongruent,100,587.7226299534774,1
2,congruent,1,423.17645541255615,1
2,congruent,2,288.9710492063191,1
2,congruent,3,548.4946581284913,1
2,congruent,4,545.1743678137818,1
2,congruent,5,650.1698213580314,1
2,congruent,6,514.983299640285,1
2,congruent,7,571.5072559022657,1
2,congruent,8,548.726125405173,1
2,congruent,9,112.95560739265565,1
2,congruent,10,412.5675108262939,1
2,congruent,11,478.91767831602783,1
2,congruent,12,513.4419234202483,1
2,congruent,13,219.70247906383068,1
2,congruent,14,472.1009234102024,1
2,congruent,15,412.6135507894959,1
2,congruent,16,590.993238112416,1
2,congruent,17,358.08186202142525,1
2,congruent,18,381.1780651138056,1
2,congruent,19,357.9818599889561,1
2,congruent,20,485.8146106260049,1
2,congruent,21,490.63796975559745,1
2,congruent,22,454.2146675536817,1
2,congruent,23,395.3328256515611,1
2,congruent,24,646.0719949083079,1
2,congruent,25,445.1417616508469,0
2,congruent,26,630.9384638060914,1
2,congruent,27,501.9071777253216,1
2,congruent,28,485.9043671505901,1
2,congruent,29,551.0462660708711,1
2,congruent,30,568.0487504269992,1
2,congruent,31,464.60746853097055,1
2,congruent,32,621.6920796947811,1
2,congruent,33,535.0161488787041,1
2,congruent,34,377.30494546211725,1
2,congruent,35,440.0559540346488,1
2,congruent,36,482.135526037925,1
2,congruent,37,127.50559985146448,1
2,congruent,38,450.55579049529723,1
2,congruent,39,443.3893468558433,1
2,congruent,40,390.3545589359267,1
2,congruent,41,480.061436163168,1
2,congruent,42,678.912280443107,1
2,congruent,43,474.4002259096321,1
2,congruent,44,594.9421232661354,1
2,congruent,45,505.37431168897933,1
2,congruent,46,472.8176616876623,1
2,congruent,47,330.20842891219945,1
2,congruent,48,354.4379161998247,1
2,congruent,49,423.24694995496594,1
2,congruent,50,458.631257708101,1
2,congruent,51,381.2199450798929,1
2,congruent,52,314.19820197827937,1
2,congruent,53,471.38023888294066,1
2,congruent,54,546.2127257340758,1
2,congruent,55,441.8583861091535,1
2,congruent,56,325.29689437842416,1
2,congruent,57,313.9519440821224,1
2,congruent,58,394.5892456284528,1
2,congruent,59,746.4528253502513,1
2,congruent,60,450.34207881479796,1
2,congruent,61,255.38263847947647,1
2,congruent,62,467.3245399526013,1
2,congruent,63,364.5492406405748,1
2,congruent,64,539.8017245510638,1
2,congruent,65,330.56148024933117,1
2,congruent,66,511.8980643318416,1
2,congruent,67,546.8397658369599,1
2,congruent,68,674.6872252216865,1
2,congruent,69,423.19895466228775,1
2,congruent,70,588.7327883782565,1
2,congruent,71,385.60989743616676,1
2,congruent,72,681.4146451088452,1
2,congruent,73,568.1502412464318,1
2,congruent,74,372.3300262956294,1
2,congruent,75,657.0927585472411,1
2,congruent,76,397.82479736613834,1
2,congruent,77,516.3006581182794,1
2,congruent,78,157.5133890078228,1
2,congruent,79,469.8688347750799,1
2,congruent,80,419.97041086453135,1
2,congruent,81,574.1148530949463,1
2,congruent,82,356.8147367000722,1
2,congruent,83,546.3693326799715,1
2,congruent,84,353.08664495683706,1
2,congruent,85,331.0567866610528,1
2,congruent,86,161.28133108867834,1
2,congruent,87,615.5065076723731,1
2,congruent,88,285.11075863634187,1
2,congruent,89,281.98917237567684,1
2,congruent,90,343.6849584189982,1
2,congruent,91,695.7962569919213,1
2,congruent,92,2194.656921610758,1
2,congruent,93,348.76923773054216,1
2,congruent,94,582.5685163506757,1
2,congruent,95,317.63100788932104,1
2,congruent,96,528.5981995408011,1
2,congruent,97,442.1813587113901,1
2,congruent,98,576.0968861265799,1
2,congruent,99,632.0926080990562,1
2,congruent,100,572.1514086050502,1
2,incongruent,1,616.4010187611153,1
2,incongruent,2,749.4902471474952,1
2,incongruent,3,552.8987567718497,1
2,incongruent,4,442.2687369262529,1
2,incongruent,5,749.944116177528,1
2,incongruent,6,796.1349874445094,1
2,incongruent,7,403.47854860338657,1
2,incongruent,8,513.6582062812656,1
2,incongruent,9,650.8666570454886,1
2,incongruent,10,840.2247010462696,1
2,incongruent,11,470.39782336125256,1
2,incongruent,12,576.019542520229,1
2,incongruent,13,740.7992330811913,1
2,incongruent,14,683.1949696444989,1
2,incongruent,15,461.17818002145424,1
2,incongruent,16,562.6430260899325,1
2,incongruent,17,707.1577582455038,1
2,incongruent,18,745.3015379602315,1
2,incongruent,19,754.6296921478522,1
2,incongruent,20,633.844669894308,1
2,incongruent,21,558.9516930637834,1
2,incongruent,22,615.535210802399,1
2,incongruent,23,627.8215946789223,1
2,incongruent,24,409.42587612240453,1
2,incongruent,25,707.6621506820868,1
2,incongruent,26,553.1210004812109,1
2,incongruent,27,777.3592017424714,1
2,incongruent,28,612.2501047159956,1
2,incongruent,29,407.8965180508591,1
2,incongruent,30,569.9346470380461,1
2,incongruent,31,440.1782438325244,1
2,incongruent,32,430.87939192566535,1
2,incongruent,33,612.2916735511149,1
2,incongruent,34,567.4808493202149,1
2,incongruent,35,638.4322856341873,1
2,incongruent,36,597.8918350074614,1
2,incongruent,37,340.5131917915496,0
2,incongruent,38,550.0507848053978,1
2,incongruent,39,552.2102692743904,1
2,incongruent,40,609.7838684959572,1
2,incongruent,41,457.52554970009965,1
2,incongruent,42,754.6211176841641,1
2,incongruent,43,560.061901357103,1
2,incongruent,44,476.2680690429192,1
2,incongruent,45,485.73577774813964,1
2,incongruent,46,497.25234710278636,1
2,incongruent,47,555.1596251064659,1
2,incongruent,48,435.03703021703086,1
2,incongruent,49,592.1040271646688,1
2,incongruent,50,546.2645846451635,1
2,incongruent,51,421.17016421426393,1
2,incongruent,52,614.1440696533134,1
2,incongruent,53,488.2885903693875,1
2,incongruent,54,685.7887762241568,1
2,incongruent,55,403.4605157070587,1
2,incongruent,56,626.9614903546748,1
2,incongruent,57,444.5456277917375,1
2,incongruent,58,402.04524215577504,1
2,incongruent,59,596.0884438546965,1
2,incongruent,60,542.3719850789857,1
2,incongruent,61,636.5124049428964,1
2,incongruent,62,481.4340694428551,1
2,incongruent,63,713.7176692581774,1
2,incongruent,64,763.5111558270465,1
2,incongruent,65,472.9644942844835,1
2,incongruent,66,702.7986993887197,1
2,incongruent,67,548.2030567421781,1
2,incongruent,68,517.3535219453345,1
2,incongruent,69,558.3566195977734,1
2,incongruent,70,511.86455656057944,1
2,incongruent,71,544.2833096813822,1
2,incongruent,72,662.8724559773785,1
2,incongruent,73,560.3374291522479,1
2,incongruent,74,599.5329714819375,1
2,incongruent,75,561.9384317530356,0
2,incongruent,76,545.3665505598577,1
2,incongruent,77,485.5350683530066,1
2,incongruent,78,508.11951851426704,1
2,incongruent,79,508.0589357337342,1
2,incongruent,80,508.47951949089685,1
2,incongruent,81,508.8315808039929,1
2,incongruent,82,116.16140929482992,1
2,incongruent,83,589.6272168779891,1
2,incongruent,84,518.2442842728926,1
2,incongruent,85,502.9416574533458,1
2,incongruent,86,451.13481791054437,1
2,incongruent,87,645.4118188101688,1
2,incongruent,88,493.13271107449214,0
2,incongruent,89,459.7932542169778,1
2,incongruent,90,561.7523685220083,1
2,incongruent,91,510.6755910178239,1
2,incongruent,92,474.2864086246225,1
2,incongruent,93,633.4468585799542,1
2,incongruent,94,503.41731551181977,1
2,incongruent,95,479.71567269551633,1
2,incongruent,96,704.5598667428613,1
2,incongruent,97,448.97083624524305,1
2,incongruent,98,497.04697884644344,1
2,incongruent,99,426.65066987075494,1
2,incongruent,100,518.4907459613963,1
3,congruent,1,503.531185926232,1
3,congruent,2,762.2508596021606,1
3,congruent,3,747.6788275717646,1
3,congruent,4,2354.7684796616913,1
3,congruent,5,629.0557415981717,1
3,congruent,6,647.3788032340494,1
3,congruent,7,718.2420443761453,1
3,congruent,8,434.6375806723581,1
3,congruent,9,780.4356086911156,0
3,congruent,10,664.293469164358,1
3,congruent,11,777.0641529387143,1
3,congruent,12,757.4558367442353,1
3,congruent,13,746.0028190199108,1
3,congruent,14,637.9729416344833,1
3,congruent,15,714.9014459829842,1
3,congruent,16,634.1027835774922,1
3,congruent,17,666.465753403083,1
3,congruent,18,2432.275637978342,1
3,congruent,19,588.1623652858383,1
3,congruent,20,181.31230193161483,1
3,congruent,21,497.5120448496441,1
3,congruent,22,143.7290323191774,1
3,congruent,23,620.6541114443326,1
3,congruent,24,591.2043629808966,1
3,congruent,25,752.7269464616435,1
3,congruent,26,1898.4213898390658,1
3,congruent,27,697.1558319369769,1
3,congruent,28,730.2904787170914,1
3,congruent,29,406.4247266737822,1
3,congruent,30,719.5097425372405,1
3,congruent,31,168.57315055394557,1
3,congruent,32,669.0319038670235,1
3,congruent,33,571.4954772224457,1
3,congruent,34,807.984176200994,1
3,congruent,35,627.0730847494871,1
3,congruent,36,434.56694811394334,1
3,congruent,37,595.1736831034569,1
3,congruent,38,458.8481557146543,1
3,congruent,39,503.1355976046094,1
3,congruent,40,583.8745896986666,1
3,congruent,41,517.7976256967587,0
3,congruent,42,574.8881876116775,1
3,congruent,43,671.9168798401284,1
3,congruent,44,690.9838073727614,1
3,congruent,45,630.7835554759588,1
3,congruent,46,632.6402565312674,1
3,congruent,47,693.754096760271,1
3,congruent,48,636.8473825220781,1
3,congruent,49,2615.016565521746,1
3,congruent,50,723.7877147158567,1
3,congruent,51,155.9514348187932,1
3,congruent,52,568.3936732976179,1
3,congruent,53,692.946745088162,1
3,congruent,54,701.6079828562874,1
3,congruent,55,610.9133741973588,1
3,congruent,56,116.67206714352838,0
3,congruent,57,740.2285603713184,1
3,congruent,58,663.9239579047744,1
3,congruent,59,585.9114778571412,1
3,congruent,60,570.3491293156676,1
3,congruent,61,488.53000962087765,1
3,congruent,62,607.7775248493209,1
3,congruent,63,617.517830831245,1
3,congruent,64,784.7340779195883,1
3,congruent,65,744.3519907946201,1
3,congruent,66,545.8272787603655,1
3,congruent,67,530.3926458869244,1
3,congruent,68,1008.0401025565636,1
3,congruent,69,606.0043195123128,1
3,congruent,70,491.506942609978,1
3,congruent,71,2406.1387876049466,1
3,congruent,72,641.626976038378,1
3,congruent,73,633.7600636518117,1
3,congruent,74,661.0105079756239,1
3,congruent,75,714.0191590280361,1
3,congruent,76,787.8363588230366,1
3,congruent,77,589.6261536596394,1
3,congruent,78,680.9723493543181,1
3,congruent,79,769.6462242237766,1
3,congruent,80,2244.0646337734215,1
3,congruent,81,603.7001214614846,1
3,congruent,82,690.513868785572,1
3,congruent,83,688.976926261562,1
3,congruent,84,678.051593386216,1
3,congruent,85,670.4535321278019,1
3,congruent,86,688.3292813573637,1
3,congruent,87,793.3629398490957,1
3,congruent,88,704.0381984581855,1
3,congruent,89,766.7039792567075,1
3,congruent,90,625.2872681990992,1
3,congruent,91,581.8358403100117,1
3,congruent,92,680.4309888585582,1
3,congruent,93,536.0788174426181,1
3,congruent,94,568.0130442881006,1
3,congruent,95,551.8730688131396,0
3,congruent,96,741.1580767030619,1
3,congruent,97,460.04035931056126,1
3,congruent,98,535.8375020673344,1
3,congruent,99,2225.3182126352235,1
3,congruent,100,919.68470009582,1
3,incongruent,1,556.2871330964421,1
3,incongruent,2,1006.4586252678416,1
3,incongruent,3,645.2501048200584,1
3,incongruent,4,743.5106490378358,1
3,incongruent,5,700.403269949243,1
3,incongruent,6,894.8502363738844,1
3,incongruent,7,838.4488817490824,1
3,incongruent,8,920.1498676588207,1
3,incongruent,9,766.5008153740191,1
3,incongruent,10,776.2690253032604,1
3,incongruent,11,633.1884902784589,1
3,incongruent,12,1027.451143749895,1
3,incongruent,13,610.718598915415,1
3,incongruent,14,760.4556212337935,1
3,incongruent,15,912.6725778977924,1
3,incongruent,16,824.2231212123443,1
3,incongruent,17,758.5829593578674,1
3,incongruent,18,846.1648509671677,1
3,incongruent,19,804.986950994612,1
3,incongruent,20,479.87263277218216,1
3,incongruent,21,822.4607793505924,1
3,incongruent,22,543.5870504453222,0
3,incongruent,23,840.900459394369,1
3,incongruent,24,611.7768882543635,1
3,incongruent,25,913.3771783770126,1
3,incongruent,26,820.1745881252401,1
3,incongruent,27,881.6682520948825,1
3,incongruent,28,909.4715885641174,1
3,incongruent,29,2201.955569992245,1
3,incongruent,30,658.3450018081476,1
3,incongruent,31,705.9608703190706,1
3,incongruent,32,796.5179413073761,1
3,incongruent,33,771.860213795668,1
3,incongruent,34,813.7453700507411,1
3,incongruent,35,916.0809658841131,1
3,incongruent,36,827.1518300175959,1
3,incongruent,37,885.1083741644186,1
3,incongruent,38,761.1150789850428,1
3,incongruent,39,865.2905574640669,1
3,incongruent,40,174.35207129989504,1
3,incongruent,41,743.9835777210602,1
3,incongruent,42,843.332366257055,1
3,incongruent,43,622.9253421159018,1
3,incongruent,44,910.2592399908252,0
3,incongruent,45,722.8756875858076,1
3,incongruent,46,899.4751512195855,1
3,incongruent,47,633.0681400716567,1
3,incongruent,48,722.5838154246186,1
3,incongruent,49,770.2632147123095,1
3,incongruent,50,581.2037063774551,1
3,incongruent,51,572.0906866673832,1
3,incongruent,52,529.846019963436,1
3,incongruent,53,658.6518328107207,1
3,incongruent,54,687.8425017334062,1
3,incongruent,55,798.8882716569974,1
3,incongruent,56,661.2347057199056,1
3,incongruent,57,480.4840284121582,1
3,incongruent,58,560.8140583525827,1
3,incongruent,59,675.7495391327029,1
3,incongruent,60,541.8042496391131,1
3,incongruent,61,777.2599067879985,1
3,incongruent,62,763.1270849317688,1
3,incongruent,63,642.9496278964289,1
3,incongruent,64,647.1752604607868,1
3,incongruent,65,773.5610708277659,1
3,incongruent,66,863.4686634269495,1
3,incongruent,67,857.4233963686294,1
3,incongruent,68,830.0831923659448,0
3,incongruent,69,884.6601339584508,1
3,incongruent,70,614.0179237750439,1
3,incongruent,71,680.8168966012354,1
3,incongruent,72,844.5812025114419,1
3,incongruent,73,804.4770681740139,1
3,incongruent,74,2663.305399228021,1
3,incongruent,75,2277.1355663990503,1
3,incongruent,76,778.0000953809165,1
3,incongruent,77,792.72350687641,1
3,incongruent,78,857.0621461069279,1
3,incongruent,79,750.4974252232129,0
3,incongruent,80,2543.545037490227,1
3,incongruent,81,875.4783329774182,1
3,incongruent,82,728.2922430094857,1
3,incongruent,83,861.7331596832654,1
3,incongruent,84,937.4667739119056,1
3,incongruent,85,1939.9042616531638,1
3,incongruent,86,138.85746791753795,1
3,incongruent,87,700.1094837526368,1
3,incongruent,88,782.6092684200513,1
3,incongruent,89,661.3063519275598,1
3,incongruent,90,822.7764300811918,1
3,incongruent,91,759.680516569235,1
3,incongruent,92,556.9503619343279,1
3,incongruent,93,713.1121935612774,1
3,incongruent,94,513.2427306724306,1
3,incongruent,95,808.2222646579564,1
3,incongruent,96,901.1757361248549,1
3,incongruent,97,547.9934555097124,1
3,incongruent,98,941.9570615527907,1
3,incongruent,99,667.248294021648,1
3,incongruent,100,646.2147339092978,1
4,congruent,1,592.2617845044799,1
4,congruent,2,482.3440892964276,0
4,congruent,3,389.35330293551226,1
4,congruent,4,352.6820321014261,1
4,congruent,5,571.7953188484532,1
4,congruent,6,463.19398334082445,1
4,congruent,7,382.1714482942056,1
4,congruent,8,359.5183520480773,1
4,congruent,9,489.7879803327406,1
4,congruent,10,766.8185065086335,1
4,congruent,11,744.7044295859444,1
4,congruent,12,593.154419601006,1
4,congruent,13,719.1607377533055,1
4,congruent,14,542.8304724778162,1
4,congruent,15,652.9724184893855,1
4,congruent,16,755.9826438046294,1
4,congruent,17,617.2802244166764,1
4,congruent,18,601.8372898417349,1
4,congruent,19,512.025415026707,1
4,congruent,20,636.3134394676813,1
4,congruent,21,410.87774817374384,1
4,congruent,22,549.7704211290902,1
4,congruent,23,754.6529752571103,1
4,congruent,24,626.1940816855177,1
4,congruent,25,636.8150760545323,1
4,congruent,26,499.5217353426637,1
4,congruent,27,553.5630787336662,1
4,congruent,28,458.4917308615079,1
4,congruent,29,696.8573997719009,1
4,congruent,30,478.8977176432922,1
4,congruent,31,724.672700535157,1
4,congruent,32,238.95339586881647,1
4,congruent,33,667.1195018286365,1
4,congruent,34,590.4422583705962,1
4,congruent,35,452.0114539167995,1
4,congruent,36,603.8932019745037,1
4,congruent,37,561.9895143968439,1
4,congruent,38,426.10345186127665,1
4,congruent,39,534.0016473481485,1
4,congruent,40,749.3841107978078,1
4,congruent,41,369.17148361935074,1
4,congruent,42,525.9517703745485,1
4,congruent,43,629.31512476267,1
4,congruent,44,711.8167569892308,1
4,congruent,45,672.3533918687773,1
4,congruent,46,518.3132571989516,1
4,congruent,47,363.7735592499406,1
4,congruent,48,698.462646694434,1
4,congruent,49,531.0278765298423,1
4,congruent,50,638.1952131808508,1
4,congruent,51,642.4658521955931,1
4,congruent,52,583.631850463619,1
4,congruent,53,759.8864451190094,1
4,congruent,54,714.3800819645639,1
4,congruent,55,551.4330564117222,1
4,congruent,56,698.7121387679067,1
4,congruent,57,2024.7913336853703,1
4,congruent,58,506.2158810578317,1
4,congruent,59,583.2004475260617,1
4,congruent,60,2435.1957711613845,1
4,congruent,61,458.591352068147,1
4,congruent,62,813.275124722406,1
4,congruent,63,700.0163956001883,1
4,congruent,64,569.4315509689695,1
4,congruent,65,591.3835454584247,1
4,congruent,66,670.1532075994038,1
4,congruent,67,507.8370339992266,1
4,congruent,68,754.0458825398196,1
4,congruent,69,771.380798213162,1
4,congruent,70,475.5607611252335,1
4,congruent,71,949.479347760516,1
4,congruent,72,765.8532177569726,1
4,congruent,73,1851.4344756779133,1
4,congruent,74,423.67208435040334,1
4,congruent,75,619.0052233091948,1
4,congruent,76,582.1053922798108,1
4,congruent,77,534.6722830908484,1
4,congruent,78,571.0537793906785,1
4,congruent,79,502.8662219619461,1
4,congruent,80,478.7995979321048,1
4,congruent,81,704.8822749871931,1
4,congruent,82,719.446307015711,1
4,congruent,83,524.1368333694903,1
4,congruent,84,625.2193969395781,1
4,congruent,85,459.96437803512157,1
4,congruent,86,429.5813088321293,1
4,congruent,87,678.4218948812559,1
4,congruent,88,492.8016223277701,1
4,congruent,89,491.7092699508547,1
4,congruent,90,534.1850075625183,1
4,congruent,91,585.2694469112716,1
4,congruent,92,774.3412740392502,1
4,congruent,93,441.9744801579669,1
4,congruent,94,280.4041767881653,1
4,congruent,95,595.9915481217328,1
4,congruent,96,579.0435977788504,1
4,congruent,97,390.34168019077583,1
4,congruent,98,578.4386814108026,1
4,congruent,99,512.2520802942563,1
4,congruent,100,420.9872979464486,1
4,incongruent,1,958.2952886346778,1
4,incongruent,2,713.4501172650862,1
4,incongruent,3,707.5997607756068,1
4,incongruent,4,759.2230935052477,1
4,incongruent,5,624.0880559312025,1
4,incongruent,6,780.669308995045,1
4,incongruent,7,918.2708968459681,1
4,incongruent,8,445.49367911186505,1
4,incongruent,9,965.5082324004507,1
4,incongruent,10,800.8052826389064,1
4,incongruent,11,727.7723191414615,1
4,incongruent,12,535.2885843446043,1
4,incongruent,13,661.8864414126994,1
4,incongruent,14,519.3439928978424,0
4,incongruent,15,750.9587021973024,1
4,incongruent,16,740.7538259388112,1
4,incongruent,17,673.6957691881225,1
4,incongruent,18,623.2659496290509,1
4,incongruent,19,745.0768515707808,1
4,incongruent,20,570.226912583142,1
4,incongruent,21,545.7363930455841,1
4,incongruent,22,644.4408619422966,1
4,incongruent,23,702.7965826032552,1
4,incongruent,24,734.5660751414248,0
4,incongruent,25,707.265671994592,1
4,incongruent,26,579.4744318276056,1
4,incongruent,27,808.0991495949675,1
4,incongruent,28,619.6461085091744,1
4,incongruent,29,573.6917747590774,1
4,incongruent,30,602.5281938375024,1
4,incongruent,31,546.2830772305298,0
4,incongruent,32,753.2940877431953,1
4,incongruent,33,808.6529303947646,1
4,incongruent,34,698.1514115221956,1
4,incongruent,35,828.1934902606205,1
4,incongruent,36,125.2760783598157,1
4,incongruent,37,722.3614816772418,1
4,incongruent,38,711.4529128397606,1
4,incongruent,39,595.1982719585341,1
4,incongruent,40,688.5554521600388,1
4,incongruent,41,834.2285913008839,1
4,incongruent,42,2351.038670351203,1
4,incongruent,43,634.6022506080723,1
4,incongruent,44,895.5419819350117,1
4,incongruent,45,732.5554892269433,1
4,incongruent,46,1002.9472058516994,1
4,incongruent,47,676.1474595437516,0
4,incongruent,48,604.9523634844177,1
4,incongruent,49,572.2105233408661,1
4,incongruent,50,799.5354446782728,1
4,incongruent,51,2102.588969092623,1
4,incongruent,52,502.5708272339716,1
4,incongruent,53,518.1825269950737,1
4,incongruent,54,518.8895005785789,1
4,incongruent,55,540.6642795104783,1
4,incongruent,56,657.5621092716325,1
4,incongruent,57,821.9550979976741,1
4,incongruent,58,641.1942419317168,1
